# timestamp_s tx ty tz qx qy qz qw
1630486019.48 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1630486019.58 0.000554376048967 -0.000120946795505 0.000291904783808 -9.18283331346e-06 7.09836831734e-06 5.56632621963e-05 0.999999999596
1630486019.68 0.000312789605232 -0.000276274804492 5.24942843185e-05 -3.45019816695e-06 -3.62710625525e-06 7.51919724814e-05 0.99999999929
1630486019.78 9.98645482468e-05 -0.000666868814733 0.000199580797926 -1.73517696598e-06 7.41110125224e-06 -3.7167472335e-05 0.99999999982
1630486019.88 0.000310903182253 -0.0005678217276 0.00024428134202 -5.32937292623e-07 -2.97464685049e-05 2.59582520862e-05 0.999999999805
1630486019.98 0.00100575713441 -0.000302995525999 0.000365680316463 -3.2158255685e-05 9.25839414389e-06 0.000106076433604 0.999999998453
1630486020.08 0.00065053452272 -0.00021560411551 7.0382062404e-05 7.44514682186e-06 1.0315650799e-05 3.08444177833e-05 0.999999999861
1630486020.18 0.000363752362318 -0.000246912444709 0.000139993295306 -2.37159838558e-05 2.55179838993e-05 5.4459109407e-05 0.999999999478
1630486020.28 0.000233690661844 -0.000249399308814 0.000166614161571 2.13887542564e-05 -3.62964033362e-06 4.9574293389e-05 0.999999999634
1630486020.38 0.000455372675788 -0.00041265838081 0.000268282921752 -1.0924753044e-05 6.76293712012e-06 3.79651028273e-05 0.999999999799
1630486020.48 0.000133010573336 -0.000617110286839 0.000162538548466 -2.25784388124e-05 1.59900646468e-05 5.36305742815e-05 0.999999999545
1630486020.58 0.000750858220272 -0.00052901066374 0.000356573640602 -4.53846878594e-05 6.80831317701e-06 4.25811704399e-05 0.99999999951
1630486020.68 0.000585306319408 -0.000509387988131 0.000170468265424 2.71363774136e-06 -7.44935096057e-06 2.12432260028e-05 0.999999999936
1630486020.78 0.000969800283201 -0.000318928126944 0.000243256232352 -4.20854485757e-05 -4.22824560423e-05 9.16153586791e-05 0.999999998506
1630486020.88 0.000946829502936 -0.000286343740299 0.00020475522615 -3.010900583e-05 2.389954171e-05 3.39141552215e-05 0.999999999672
1630486020.98 0.00100960803684 -0.000663005630486 0.000240089313593 1.50807009069e-05 2.28846111016e-05 1.73126281902e-05 0.999999999869
1630486021.08 0.000819579872768 -0.000597272010054 0.000207303557545 1.16165247192e-05 8.44593978604e-06 4.1633273223e-05 0.999999999758
1630486021.18 0.000684672617353 -0.000667242275085 0.000235284329392 -1.39836374788e-05 -5.03457840963e-07 5.6478591456e-05 0.999999999577
1630486021.28 0.000752972089685 -0.00061247573467 0.000379309727577 7.07542949687e-06 -4.748982976e-05 3.32375166323e-05 0.999999999574
1630486021.38 0.00075400841888 -0.000442347343778 0.000359917612514 -2.41503330538e-05 3.32606105168e-05 2.27932305342e-05 0.999999999724
1630486021.48 0.000826067989692 -0.000480870105093 0.000261147855781 -3.80551937374e-05 2.30244841141e-05 1.53409819219e-05 0.999999999723
1630486021.58 0.000986709143035 -0.000189512415091 0.000325340341078 -3.48594621946e-05 1.09001666775e-05 5.52517340414e-05 0.999999999452
