# timestamp_s tx ty tz qx qy qz qw
1628499830.35 1.70697104942e-12 -1.78299328035e-12 -5.42785072051e-12 0.316322690579 0.948434490656 -0.0 0.0202971
1628499830.45 -0.00618038365922 -0.00073673094918 -0.00028719782526 0.314837637762 0.948901570458 0.00127444860536 0.0214813181603
1628499830.55 -0.0107808111283 -0.00129029011837 -0.00069215395792 0.31392953856 0.949040890369 0.00240441515159 0.0276378695582
1628499830.65 -0.0179538250078 -0.00278109202798 -0.00150784869565 0.315008172548 0.948753804405 0.00220434514446 0.0251239036726
1628499830.75 -0.0247574368737 -0.00543455757975 -0.00157603926921 0.318312065221 0.947600804592 0.00182315995973 0.0269596026842
1628499830.85 -0.0294564537736 -0.00850925251184 -0.000733213819578 0.320728516463 0.946773554435 0.00255049019355 0.0273230702427
1628499830.95 -0.0321327687563 -0.0118219209943 -0.000739349199768 0.320419250437 0.946870505143 0.00342348577522 0.0274959997587
1628499831.05 -0.0346055507349 -0.0156479299602 -0.000973331268811 0.318117200298 0.947640935856 0.00440995462151 0.0275437049786
1628499831.15 -0.0354694574827 -0.0196679117675 -0.00122662150114 0.31528359003 0.948590355457 0.00556188024104 0.027233448147
1628499831.25 -0.0363542179916 -0.0237930978869 -0.000596642149216 0.314233220564 0.948928433817 0.00697580650555 0.0272699198875
1628499831.35 -0.037769170203 -0.0272820334818 -0.000639821798111 0.316711921514 0.948103026762 0.00808271434407 0.0269977584821
1628499831.45 -0.0378112729831 -0.0286819805456 -0.000111249645046 0.320921978252 0.946687867491 0.00820254498121 0.026905083045
1628499831.55 -0.0370935620245 -0.0288780246425 -0.000174619938465 0.324555125203 0.945454346593 0.00840324470474 0.0266352118406
1628499831.65 -0.0360499185416 -0.0312126526058 6.16061572597e-05 0.327546827624 0.944426609167 0.00865910063105 0.0263908204712
1628499831.75 -0.0364824256345 -0.0372780299058 0.000564334911483 0.329080187371 0.943890696472 0.0103693241303 0.0258662005196
1628499831.85 -0.0371560957577 -0.0443990301626 -5.38760532808e-05 0.329985780115 0.943554980646 0.0129217594733 0.0254246213503
1628499831.95 -0.0380726054704 -0.0540837531525 0.00029386517015 0.332621015409 0.9425963308 0.0161067020174 0.0248191708206
1628499832.05 -0.0380600313643 -0.0650376533389 -1.99413403932e-05 0.337483930407 0.940826444185 0.0194893517473 0.0238822868517
1628499832.15 -0.0389921692494 -0.074092980248 -0.00124638278132 0.350496822885 0.93601222427 0.0223446103112 0.0231043582935
1628499832.25 -0.0391131098176 -0.0812120073267 0.00160113450836 0.383198682359 0.923076489825 0.0244808183472 0.0221190669358
1628499832.35 -0.0438119740486 -0.0885075241307 0.00138494741791 0.435170656701 0.899711118224 0.0266458257536 0.0208902627609
1628499832.45 -0.0436216062617 -0.0800424978329 0.000831615382432 0.484647895685 0.874112363703 0.024997544314 0.0204723087673
1628499832.55 -0.0393564010653 -0.0739382436908 0.00244411868827 0.500760600415 0.86503981081 0.0233378441914 0.0200072894837
1628499832.65 -0.0356928912089 -0.0692237638389 0.00134867756895 0.477300017949 0.878240949985 0.0214062064841 0.020476835165
1628499832.75 -0.036404673113 -0.0619058020326 -0.000743214601874 0.423243370507 0.905457181553 0.0205765589834 0.0242682247812
1628499832.85 -0.0426662655264 -0.0495185786888 -0.000970118096219 0.360361902542 0.93220319415 0.0176239085834 0.0287385051262
1628499832.95 -0.0612444296396 -0.0316225141604 -0.00227009842152 0.304690061791 0.951735937892 0.0119186579112 0.034937317918
1628499833.05 -0.0881148326259 -0.0124186411779 -0.00489742887506 0.255968757171 0.965701456205 0.00598853789749 0.0431836782668
1628499833.15 -0.12088501891 0.0131467826808 -0.00790423901494 0.231926035718 0.971194875746 0.000337435025454 0.0546874138802
1628499833.25 -0.167867739017 0.0305433528653 -0.00969170015344 0.25463662539 0.964545169288 -0.00145012943043 0.0693592268949
1628499833.35 -0.212134672962 0.0507341841145 0.0108300268639 0.286911156532 0.954807298938 0.00121551372375 0.0776114198819
1628499833.45 -0.252432026883 0.0734133719967 0.0481739377506 0.315756912648 0.945531949307 0.00732997507156 0.0788237035308
1628499833.55 -0.306263126843 0.0889547115484 0.0905953319989 0.322106997121 0.943684943782 0.014392064557 0.0741530685948
